SMILES,scores,qed,plogp
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(C(C)(C)C)cc1CN,1.9372806654189285,0.5726557669748017,3.382975911782224
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(C)cc1CNC(C)(C)C,1.9352718371916058,0.5037160772215995,3.8419894156767658
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(C)cc1CNC(C)(C)C,1.9352718371916058,0.5037160772215995,3.8419894156767658
c1cc(CNC(C)(C)C)c(C)cc1OCc1cccc(-c2ccc3c(c2)OCCO3)c1C,1.921887636902732,0.5037160772215994,3.8154184942904603
c1cc(CNC(C)(C)C)c(C)cc1OCc1cccc(-c2ccc3c(c2)OCCO3)c1C,1.921887636902732,0.5037160772215994,3.8154184942904603
c1cc(CN)c(C(C)(C)C)cc1OCc1cccc(-c2ccc3c(c2)OCCO3)c1C,1.9085458602473653,0.5726557669748017,3.3327977649290768
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(C(C)C)cc1CN,1.8930891984199127,0.582477283060921,3.250065287476483
NCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1Cl,1.8851822101788802,0.557876937844346,3.379207997848564
NCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1Cl,1.8851822101788802,0.557876937844346,3.379207997848564
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(Cl)cc1CN,1.8843966020340641,0.6506637842447951,2.89611416473905
NCc1cc(C(C)(C)C)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1C,1.8811934426851846,0.5320913886685081,3.535470565296377
NCc1cc(C(C)(C)C)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1C,1.8811934426851846,0.5320913886685081,3.535470565296377
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(F)cc1CNC(C)(C)C,1.8726224531575804,0.512451273386593,3.6542449017291734
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(F)cc1CNC(C)(C)C,1.8726224531575804,0.512451273386593,3.6542449017291734
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(C(C)(C)C)cc1CNC,1.8717297056251352,0.5173061235456277,3.6182245297934195
c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(C(C)(C)C)cc1CNC,1.8717297056251352,0.5173061235456277,3.6182245297934195
NCc1cc(C)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1C(C)(C)C,1.8624466351591884,0.5320913886685081,3.500238257604069
NCc1cc(C)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1C(C)(C)C,1.8624466351591884,0.5320913886685081,3.500238257604069
NCc1cc(C)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1Cl,1.8601884813851104,0.6097869451214086,3.050554781907879
