SMILES,scores,qed,plogp
CCC(C)c1cc(-c2ccccc2)ccc1O,1.9389012421060814,0.8122224824403421,2.387155347240088
CCc1ccc(-c2ccccc2)cc1,1.8127386219232124,0.6600721960270077,2.7462732604617113
CCc1cccc(-c2ccccc2)c1,1.753472559903725,0.6600721960270076,2.6564860184354435
CCc1ccccc1-c1ccccc1,1.7319836804563318,0.6600721960270076,2.623930671343511
Cc1ccc2oc(-c3ccccc3)c(C)c2c1,1.7216797767242822,0.5804646695530362,2.9660371544231854
CCCCCCCc1ccccc1,1.6746353995251806,0.5697750172321101,2.93911693015312
N#Cc1ccc(-c2ccccc2)cc1C1CC1,1.6744432641483569,0.7454740529519792,2.2461456002630564
c1ccc(NC2CCCc3ccccc32)cc1,1.6624404951557599,0.8051091961492729,2.0648633789142954
c1ccc(Oc2ccc3c(c2)NCCC3)cc1,1.616295569807457,0.8380905898227665,1.928545182865327
Cc1[nH]c2ccccc2c1Cc1ccccc1,1.6092175156225583,0.671149398075507,2.3977038796979073
Cc1ccc2[nH]cc(Cc3ccccc3)c2c1,1.5950812507315246,0.671149398075507,2.3766411104671388
Cc1ccc2c(Cc3ccccc3)c[nH]c2c1,1.5858051400200928,0.6711493980755071,2.3628198796979074
Cc1c(Cc2ccccc2)oc2ccccc12,1.5844338154496906,0.6285737621778631,2.5206808027748293
Cc1ccc(-c2ccccc2)cc1,1.5791970058013753,0.6092016568043108,2.592240169019515
C(CC(C)(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.549791997934423,0.5670986713696052,2.7328436411101196
C(C(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.542538121201263,0.6616225161201462,2.331447439616986
Cc1ccccc1-c1ccccc1,1.5291813031373953,0.6092016568043108,2.5101397641612166
Cc1cccc(-c2ccccc2)c1,1.5246885025785502,0.6092016568043108,2.5027648653757915
c1ccc(N2CCCc3ccccc32)cc1,1.514390914352004,0.6906837461893682,2.1925967169593648
C([C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C)C(C)(C)C,1.512755457528054,0.6439417809601496,2.3492115316270663
CCCCCCc1ccccc1,1.5013284122517905,0.5774504107669273,2.599926130899857
CC(C)CCCc1ccccc1,1.4687104006700502,0.6334223387358252,2.318690565288999
Fc1ccc2c(Cc3ccccc3)c[nH]c2c1,1.4663183476237922,0.6804832182021011,2.154819264313291
c1ccc(Cc2ccccc2)cc1,1.4510387204301172,0.6452001853099995,2.2489744322266993
C(CCC(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.4439568220943917,0.510404600069398,2.8290435115554633
COc1cccc2c(-c3ccccc3)c[nH]c12,1.4310697045459833,0.7010592082009769,2.0412964950825234
Cc1c(-c2ccccc2)c2ccccc2n1C,1.4307087890771935,0.5813433354036203,2.461039289431035
C(CC(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.4222919034587795,0.5831886994004483,2.4388193819958754
c1ccc(-c2ccc3c(c2)NCCC3)cc1,1.4130001089247808,0.7545548270251743,1.8726274861901304
C([C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C)C(C)(C)CC,1.4096491336513082,0.538696536010183,2.6167777949562714
c1ccc(-c2ccc3c(c2)CCCO3)cc1,1.405368178818171,0.6973159016247956,2.015396716959363
C(CC(C)(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1c(C)n(C)c2ccccc12,1.3998749043328254,0.6171141087282115,2.2684214872639643
C(CCC)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.3914637198460313,0.6158209110076145,2.259526584716488
C(C1CCC1)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.3807297525737308,0.63840759213596,2.1627715108370458
C(C(CC)CC)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.3633895592942065,0.510404600069398,2.6711937139846134
O=C1CCc2cccc(Oc3ccccc3)c21,1.349204523302343,0.77851032049787,1.7330592643132912
C(CCCC)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.3441011330883128,0.5058289260404404,2.6572247332902696
[C@H](Nc1oc2ccc(C)cc2c1C)C(=O)N[C@@H](CC(C)C)C(C)CC(C)(C)C,1.3393453402125475,0.5664133888716871,2.3646074872639655
C(C(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1c(C)n(C)c2ccccc12,1.3272739336963195,0.7082341730687391,1.8740608462103934
C([C@H](CC(C)C)NC(=O)[C@@H](C)Nc1c(C)n(C)c2ccccc12)C(C)(C)C,1.3178528449422615,0.6976851138217235,1.8888934547039895
C(C(C)CCC)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.3139479924893942,0.510404600069398,2.5743263134986263
C(CCC(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1c(C)n(C)c2ccccc12,1.3126378891837853,0.5554198868107022,2.3633253334178104
C(CC1CC1)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.3101066357145827,0.606434075424067,2.160344691710227
C(CC(C)(C)C)[C@H](CC(C)C)NC(=O)[C@H](NC)c1oc2ccc(C)cc2c1C,1.3085791713568373,0.6146385143721035,2.1290224103408866
C(CC(C)CC)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.3083826192540224,0.510404600069398,2.5634224673447807
Cn1cc(Cc2ccccc2)c2ccccc21,1.3068583944654781,0.6204987909524303,2.106141725851754
CCCCCc1ccccc1,1.2997530694699115,0.5738222812418071,2.2650794713950804
C(C(C)C(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.2994717849183033,0.5503021723229331,2.3613786211909336
C(CC)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.2954720783904177,0.6934364627491293,1.8681914609083545
C(C(C)CC)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1oc2ccc(C)cc2c1C,1.286796643355001,0.5831886994004483,2.2064841871557226
[C@H](Nc1oc2ccc(C)cc2c1C)C(=O)N[C@@H](CC(C)C)C(C)C(C)(C)C,1.2737640058285615,0.642988666318215,1.9810053777809138
c1ccc(CN2CCc3ccccc32)cc1,1.2640864552480022,0.733536221170439,1.7232774861901312
C([C@H](CC(C)C)NC(=O)[C@@H](C)Nc1c(C)n(C)c2ccccc12)C(C)(C)CC,1.2617260262272096,0.5862070385247539,2.152355641110117
[C@H](Nc1oc2ccc(C)cc2c1C)C(=O)N[C@@H](CC(C)C)C(C)CCC(C)C,1.2555770309062946,0.5097878267335698,2.462940394146556
C(CC(C)C)[C@H](CC(C)C)NC(=O)[C@@H](C)Nc1c(C)n(C)c2ccccc12,1.2492508846775874,0.631861584620372,1.9770957992772233
